word,cefr_level,source,pos,meaning_ko,meaning_en,forms,category,word_code,sense_code,synonyms
comment,B1,LCMS_0729_0727_wordmeta,Noun,"의견, 한마디",something you say or write about a topic,"commented,comments,commenting",Actions & Verbs,W000003703,S000000002,"remark,say,state"
humanitarian,C1,LCMS_0729_0727_wordmeta,Adjective,사람들을 돕는,wanting to help people,,Society & Community,W000003707,S000000001,"philanthropic,altruistic,compassionate"
humanitarian,C1,LCMS_0729_0727_wordmeta,Noun,사람들을 돕는 사람,a person who helps people,,Society & Community,W000003707,S000000002,"philanthropic,altruistic,compassionate"
folding,B2,LCMS_0729_0727_wordmeta,Adjective,"접을 수 있는, 접이식의",that can be folded,,Home & Objects,W000003711,S000000001,"collapsible,portable,compact"
folding,B2,LCMS_0729_0727_wordmeta,Noun,"접기, 접는 일",the act of folding something,,Actions & Verbs,W000003711,S000000002,"collapsible,portable,compact"
fair,A1,LCMS_0729_0727_wordmeta,Adjective,"공평한, 올바른",treating everyone in the same good way,"fairer,fairest",Abstract Concepts,W000003712,S000000001,"light,pale,blonde"
fair,A1,LCMS_0729_0727_wordmeta,Adjective,"괜찮은, 보통의","good enough, but not great","fairer,fairest",Abstract Concepts,W000003712,S000000002,"light,pale,blonde"
fair,A1,LCMS_0729_0727_wordmeta,Adjective,"밝은 색의, 흰 피부의","light in color, like hair or skin","fairer,fairest",Colors & Shapes,W000003712,S000000003,"light,pale,blonde"
fair,A1,LCMS_0729_0727_wordmeta,Noun,"박람회, 축제",a public event with games or things to buy,"fairer,fairest",Places & Transport,W000003712,S000000004,"light,pale,blonde"
preparation,B1,LCMS_0729_0727_wordmeta,Noun,준비하는 것,the act of getting ready for something,preparations,Abstract Concepts,W000003714,S000000001,"readiness,groundwork,planning"
enable,B2,LCMS_0729_0727_wordmeta,Verb,~할 수 있게 하다,to make it possible for someone to do something,"enabled,enables,enabling",Actions & Verbs,W000003721,S000000001,"allow,permit,activate,authorize"
safety,B1,LCMS_0729_0727_wordmeta,Noun,"안전, 위험 없음",the state of being safe and not in danger,,Abstract Concepts,W000003722,S000000001,"security,protection"
slavery,C1,LCMS_0729_0727_wordmeta,Noun,"노예 제도, 노예 상태",the system of owning people and making them work,,Society & Community,W000003723,S000000001,"servitude,bondage"
profession,B1,LCMS_0729_0727_wordmeta,Noun,특별한 기술이 필요한 직업,a job that needs special skills or training,professions,Work & Jobs,W000003725,S000000001,"occupation,job,career,vocation"
calculator,B1,LCMS_0729_0727_wordmeta,Noun,계산기,a machine that helps you do math,calculators,Technology & Media,W000003727,S000000001,
dressed,B1,LCMS_0729_0727_wordmeta,Adjective,옷을 입은,wearing clothes,,Clothes,W000003730,S000000001,"clothed,attired"
dressed,B1,LCMS_0729_0727_wordmeta,Adjective,준비가 된,ready for something,,Abstract Concepts,W000003730,S000000002,"clothed,attired"
underneath,B1,LCMS_0729_0727_wordmeta,Adverb,"아래에, 밑에",in a lower place,,Grammar & Function Words,W000003731,S000000001,"under,below,beneath"
underneath,B1,LCMS_0729_0727_wordmeta,Preposition,~의 아래에,used to show something is below another thing,,Grammar & Function Words,W000003731,S000000002,"under,below,beneath"
underneath,B1,LCMS_0729_0727_wordmeta,Noun,아래쪽이나 아래쪽에,on the lower or downward side,underneath,Society & Community,W000003731,S000000003,
fail,B1,LCMS_0729_0727_wordmeta,Noun,"실패, 성공 못함",an attempt that does not succeed,fails,Abstract Concepts,W000003732,S000000001,"failure,flop,miss"
fail,B1,LCMS_0729_0727_wordmeta,Verb,(시험에) 떨어지다,to not pass a test or class,fails,School & Learning,W000003732,S000000002,"failure,flop,miss"
fail,B1,LCMS_0729_0727_wordmeta,Verb,성공하지 못하다,to not succeed,fails,Actions & Verbs,W000003732,S000000003,"failure,flop,miss"
fail,B1,LCMS_0729_0727_wordmeta,Verb,실망시키다,to not meet someone's hopes or needs,fails,Feelings & Emotions,W000003732,S000000004,"failure,flop,miss"
spectrum,C1,LCMS_0729_0727_wordmeta,Noun,"빛의 스펙트럼, 범위",a range of colors or types of things,,Colors & Shapes,W000003734,S000000001,
spectrum,C1,LCMS_0729_0727_wordmeta,Noun,빛의 여러 가지 색깔,all the different colors you see in light,"spectrums,spectra",Colors & Shapes,W000003734,S000000002,"range,band"
spectrum,C1,LCMS_0729_0727_wordmeta,Noun,아주 다양한 종류,a wide range of different things,"spectrums,spectra",Abstract Concepts,W000003734,S000000003,"range,band"
snowball,A2,LCMS_0729_0727_wordmeta,Noun,눈 뭉치,a ball of snow,snowballs,Nature & Weather,W000003736,S000000001,
snowball,A2,LCMS_0729_0727_wordmeta,Verb,점점 커지다,to grow bigger and faster,snowballs,Abstract Concepts,W000003736,S000000002,
breakfast,Pre A1,LCMS_0729_0727_wordmeta,Noun,아침 식사,the first meal people eat in the morning,breakfasts,Food & Drink,W000003737,S000000001,morning meal
breakfast,Pre A1,LCMS_0729_0727_wordmeta,Verb,아침 식사를 하다,to eat the first meal of the day,breakfasts,Food & Drink,W000003737,S000000002,morning meal
refund,B1,LCMS_0729_0727_wordmeta,Verb,돈을 돌려주다,to give money back to someone,"refunded,refunds,refunding",Shopping & Money,W000003740,S000000001,"repay,reimburse"
refund,B1,LCMS_0729_0727_wordmeta,Noun,돌려받는 돈,money that is given back to you,"refunded,refunds,refunding",Shopping & Money,W000003740,S000000002,"repay,reimburse"
steel,B2,LCMS_0729_0727_wordmeta,Noun,"강철, 쇠",a very strong metal used to make many things,,Home & Objects,W000003741,S000000001,"iron,alloy"
steel,B2,LCMS_0729_0727_wordmeta,Verb,마음을 굳게 먹다,to make yourself strong to face something difficult,,Feelings & Emotions,W000003741,S000000002,"iron,alloy"
steep,B1,LCMS_0729_0727_wordmeta,Adjective,"가파른, 경사가 심한",rising or falling very quickly,"steeped,steeps,steeping",Places & Transport,W000003744,S000000001,"soak,immerse,infuse"
steep,B1,LCMS_0729_0727_wordmeta,Adjective,"너무 비싼, 값이 나가는",costing a lot of money,"steeped,steeps,steeping",Shopping & Money,W000003744,S000000002,"soak,immerse,infuse"
steep,B1,LCMS_0729_0727_wordmeta,Verb,"담그다, 우려내다",to put something in liquid for a long time,"steeped,steeps,steeping",Food & Drink,W000003744,S000000003,"soak,immerse,infuse"
seize,C1,LCMS_0729_0727_wordmeta,Verb,기회를 잡다,to quickly take an opportunity,"seized,seizes,seizing",Actions & Verbs,W000003745,S000000001,"grab,grasp,snatch,take"
seize,C1,LCMS_0729_0727_wordmeta,Verb,"붙잡다, 움켜쥐다",to grab something quickly and hold it,"seized,seizes,seizing",Actions & Verbs,W000003745,S000000002,"grab,grasp,snatch,take"
boiled,B1,LCMS_0729_0727_wordmeta,Adjective,"삶은, 끓인","cooked in very hot, bubbling water",,Food & Drink,W000003746,S000000001,"cooked,stewed"
classical,B1,LCMS_0729_0727_wordmeta,Adjective,고전 음악의,about serious and old-style music,,Abstract Concepts,W000003749,S000000001,"traditional,symphonic"
classical,B1,LCMS_0729_0727_wordmeta,Adjective,고대 그리스 로마의,about old Greek or Roman times,,Abstract Concepts,W000003749,S000000002,"traditional,symphonic"
privilege,C1,LCMS_0729_0727_wordmeta,Noun,어떤 사람만 누리는 특별한 권리나 이점,a special right or advantage given to only some people,privileges,Abstract Concepts,W000003752,S000000001,"advantage,right,entitlement"
foreign,B1,LCMS_0729_0727_wordmeta,Adjective,"외국의, 해외의",from a country that is not your own,,Places & Transport,W000003754,S000000001,"alien,overseas,international"
fall,A1,LCMS_0729_0727_wordmeta,Noun,가을,the season between summer and winter,"fell,fallen,falls,falling",Nature & Weather,W000003756,S000000001,"drop,descend,tumble"
fall,A1,LCMS_0729_0727_wordmeta,Noun,"떨어짐, 추락",when something drops or you fall,"fell,fallen,falls,falling",Actions & Verbs,W000003756,S000000002,"drop,descend,tumble"
fall,A1,LCMS_0729_0727_wordmeta,Verb,"감소하다, 줄어들다",to become less in amount or number,"fell,fallen,falls,falling",Abstract Concepts,W000003756,S000000003,"drop,descend,tumble"
fall,A1,LCMS_0729_0727_wordmeta,Verb,"넘어지다, 떨어지다",to drop down or fall over,"fell,fallen,falls,falling",Actions & Verbs,W000003756,S000000004,"drop,descend,tumble"
fall,A1,LCMS_0729_0727_wordmeta,Verb,잠들다,to start sleeping,"fell,fallen,falls,falling",Actions & Verbs,W000003756,S000000005,"drop,descend,tumble"
steer,C1,LCMS_0729_0727_wordmeta,Noun,거세한 수소,a young male cow,steers,Animals,W000003762,S000000001,"bullock,ox"
steer,C1,LCMS_0729_0727_wordmeta,Verb,"이끌다, 향하게 하다",to show someone or something the way,steers,Actions & Verbs,W000003762,S000000002,"bullock,ox"
steer,C1,LCMS_0729_0727_wordmeta,Verb,"조종하다, 운전하다",to control the direction of a vehicle,steers,Actions & Verbs,W000003762,S000000003,"bullock,ox"
undergo,B2,LCMS_0729_0727_wordmeta,Verb,"겪다, 경험하다, 받다",to experience something,"underwent,undergone,undergoes,undergoing",Actions & Verbs,W000003763,S000000001,"experience,suffer,endure,go through"
homework,A1,LCMS_0729_0727_wordmeta,Noun,"숙제, 과제",school work that you do at home,,School & Learning,W000003766,S000000001,"assignment,task,schoolwork"
abstract,B2,LCMS_0729_0727_wordmeta,Adjective,추상적인,"based on ideas, not real things you can touch",,Abstract Concepts,W000003769,S000000001,"conceptual,theoretical,non-concrete"
abstract,B2,LCMS_0729_0727_wordmeta,Noun,"요약, 짧은 글",a short piece of writing with main points,,Abstract Concepts,W000003769,S000000002,"conceptual,theoretical,non-concrete"
nice,Pre A1,LCMS_0729_0727_wordmeta,Adjective,멋진,pretty or attractive,"nicer,nicest",Feelings & Emotions,W000003771,S000000001,"pleasant,kind,good,friendly"
nice,Pre A1,LCMS_0729_0727_wordmeta,Adjective,좋은,good or pleasant,"nicer,nicest",Feelings & Emotions,W000003771,S000000002,"pleasant,kind,good,friendly"
nice,Pre A1,LCMS_0729_0727_wordmeta,Adjective,친절한,kind to others,"nicer,nicest",Feelings & Emotions,W000003771,S000000003,"pleasant,kind,good,friendly"
appearance,B1,LCMS_0729_0727_wordmeta,Noun,"나타남, 등장",the act of appearing or being seen,appearances,Actions & Verbs,W000003773,S000000001,"look,aspect,semblance"
appearance,B1,LCMS_0729_0727_wordmeta,Noun,"모습, 겉모습",the way someone or something looks,appearances,Body & Senses,W000003773,S000000002,"look,aspect,semblance"
liquid,B1,LCMS_0729_0727_wordmeta,Adjective,"액체인, 흐르는",that can flow like water,,Science & Discovery,W000003774,S000000001,fluid
liquid,B1,LCMS_0729_0727_wordmeta,Noun,액체,something that flows like water,,Science & Discovery,W000003774,S000000002,fluid
culture,B1,LCMS_0729_0727_wordmeta,Noun,"예술, 음악, 문학","art, music, and books of a country",cultures,Society & Community,W000003775,S000000001,"traditions,heritage,customs"
culture,B1,LCMS_0729_0727_wordmeta,Noun,한 집단의 생활 방식,the way a group of people live and think,cultures,Society & Community,W000003775,S000000002,"traditions,heritage,customs"
fake,B2,LCMS_0729_0727_wordmeta,Adjective,"가짜의, 진짜가 아닌",not real or true,fakes,Abstract Concepts,W000003776,S000000001,"imitation,counterfeit,forgery"
fake,B2,LCMS_0729_0727_wordmeta,Noun,"가짜, 위조품",something that is not real but looks real,fakes,Abstract Concepts,W000003776,S000000002,"imitation,counterfeit,forgery"
fake,B2,LCMS_0729_0727_wordmeta,Verb,~인 척하다,to pretend to be something or do something,fakes,Actions & Verbs,W000003776,S000000003,"imitation,counterfeit,forgery"
fake,B2,LCMS_0729_0727_wordmeta,Verb,위조하다,to make something that looks real but is not,fakes,Actions & Verbs,W000003776,S000000004,"imitation,counterfeit,forgery"
first,A1,LCMS_0729_0727_wordmeta,Ordinal,가장 먼저,before anything else,,Numbers & Time,W000003779,S000000001,"earliest,initial,primary"
first,A1,LCMS_0729_0727_wordmeta,Ordinal,첫 번째,coming before all others,,Numbers & Time,W000003779,S000000002,"earliest,initial,primary"
perfect,B1,LCMS_0729_0727_wordmeta,Adjective,"완벽한, 완전한",having no mistakes or bad parts,"perfected,perfects,perfecting",Abstract Concepts,W000003781,S000000001,"improve,refine,complete"
perfect,B1,LCMS_0729_0727_wordmeta,Verb,완벽하게 하다,to make something as good as possible,"perfected,perfects,perfecting",Actions & Verbs,W000003781,S000000002,"improve,refine,complete"
clearly,B1,LCMS_0729_0727_wordmeta,Adverb,"분명하게, 또렷하게",in a way that is easy to see or hear,,Abstract Concepts,W000003782,S000000001,"distinctly,plainly,audibly"
clearly,B1,LCMS_0729_0727_wordmeta,Adverb,"확실히, 명백히",in a way that is easy to understand,,Abstract Concepts,W000003782,S000000002,"distinctly,plainly,audibly"
poll,C1,LCMS_0729_0727_wordmeta,Noun,여론조사,when you ask many people what they think,polls,Society & Community,W000003783,S000000001,"survey,vote,ballot,election"
poll,C1,LCMS_0729_0727_wordmeta,Noun,투표,a time when people choose someone or something,polls,Society & Community,W000003783,S000000002,"survey,vote,ballot,election"
poll,C1,LCMS_0729_0727_wordmeta,Verb,여론조사하다,to ask many people what they think,polls,Society & Community,W000003783,S000000003,"survey,vote,ballot,election"
poll,C1,LCMS_0729_0727_wordmeta,Verb,투표하다,to choose someone or something by voting,polls,Society & Community,W000003783,S000000004,"survey,vote,ballot,election"
pole,C1,LCMS_0729_0727_wordmeta,Noun,"기둥, 막대기","a long, thin stick or post",poles,Home & Objects,W000003784,S000000001,"post,rod,stick"
pole,C1,LCMS_0729_0727_wordmeta,Noun,지구의 끝,the very top or bottom end of the Earth,poles,Nature & Weather,W000003784,S000000002,"post,rod,stick"
conspiracy,B2,LCMS_0729_0727_wordmeta,Noun,나쁜 비밀 계획,a secret plan to do something bad,conspiracies,Abstract Concepts,W000003788,S000000001,"plot,scheme"
frog,Pre A1,LCMS_0729_0727_wordmeta,Noun,개구리,a small green animal that jumps,frogs,Animals,W000003789,S000000001,
spite,B1,LCMS_0729_0727_wordmeta,Noun,"나쁜 마음, 심술",a bad feeling that makes you want to hurt someone,,Feelings & Emotions,W000003790,S000000001,"malice,ill will,resentment"
spite,B1,LCMS_0729_0727_wordmeta,Verb,일부러 괴롭히다,to hurt or annoy someone because you want to,,Actions & Verbs,W000003790,S000000002,"malice,ill will,resentment"
nephew,B1,LCMS_0729_0727_wordmeta,Noun,남자 조카,the son of your brother or sister,nephews,People & Family,W000003794,S000000001,
from,Pre A1,LCMS_0729_0727_wordmeta,Preposition,"~로부터, ~에서부터",used to show where something starts or comes from,,Grammar & Function Words,W000003795,S000000001,
from,Pre A1,LCMS_0729_0727_wordmeta,Preposition,~부터,used to show when something starts,,Grammar & Function Words,W000003795,S000000002,
bench,C1,LCMS_0729_0727_wordmeta,Noun,긴 의자,a long seat for many people,benches,Home & Objects,W000003797,S000000001,seat
bench,C1,LCMS_0729_0727_wordmeta,Verb,경기에 못 나가게 하다,to stop a player from playing in a game,benches,Actions & Verbs,W000003797,S000000002,seat
ill,A1,LCMS_0729_0727_wordmeta,Adjective,아픈,not feeling well or sick,,Health & Body,W000003798,S000000001,"badly,poorly,unfavorably"
ill,A1,LCMS_0729_0727_wordmeta,Adverb,나쁘게,in a bad way,,Abstract Concepts,W000003798,S000000002,"badly,poorly,unfavorably"
ill,A1,LCMS_0729_0727_wordmeta,Noun,종종 지속적인 신체 장애 또는 질병,an often persistent bodily disorder or disease,ill,Health & Body,W000003798,S000000003,"ailment,complaint"
rejection,C1,LCMS_0729_0727_wordmeta,Noun,받지 않는 것,the act of saying no to something,rejections,Abstract Concepts,W000003802,S000000001,"refusal,denial,dismissal"
manufacture,B2,LCMS_0729_0727_wordmeta,Noun,"물건 생산, 제조","the making of things, often in a factory","manufactured,manufactures,manufacturing",Actions & Verbs,W000003804,S000000001,"make,produce,build"
manufacture,B2,LCMS_0729_0727_wordmeta,Verb,"만들다, 생산하다","to make things, often in a factory","manufactured,manufactures,manufacturing",Actions & Verbs,W000003804,S000000002,"make,produce,build"
